token,idade,genero,raca_cor_etnia,pcd,uf_onde_mora,vive_no_brasil,pais_onde_mora,nivel_de_ensino,area_de_formacao,situacao_de_trabalho,setor,cargo_atual,nivel_profissional,faixa_salarial,tempo_experiencia_dados,modelo_trabalho_atual,modelo_trabalho_ideal
vsjg1s3fzharg7fvsjg1j3r63zwcjls9,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
vjtiz2oym82pkvjpug9vjtihiokc7m61,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Educação,Não Informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
mjkdum6oy9tu3vdc92tgmjkdum6o2zgo,30,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
9li990x03207c69li990xbm6zlmjlazv,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Setor Imobiliário/ Construção Civil,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
edrr0vl97dlxgeedr0biav3f4avle6jb,30,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
deeftv70updnfxplu71oxdeeftvapsal,30,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Área da Saúde,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
p8ulg4jasnq9bgs5yxydb4p8ulg43dwt,30,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
nbvho14uk3ci4588suqynbvho1vquy4l,30,Feminino,Branca,Não,MG,True,Brasil,Pós-graduação,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
eebpbeijxcwpx0gyeebp8i6a4kzhcu88,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Telecomunicação,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zsyv0mbqzlwyt4b2zsyx6xztnq2zxh3y,30,Masculino,Branca,Não,MG,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
jbmb1uoo8xvlu0f8djbmb1uocsb6ghmx,30,Feminino,Branca,Não,CE,True,Brasil,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
bkr8ktveo69pcvbkr8kohb91vfbz5urb,30,Masculino,Branca,Não,RJ,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área da Saúde,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
i1uy78h7te4rk3nuq8i1uy75r6ophvm9,30,Masculino,Parda,Não,DF,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
0xxrl5bvgjpieddp6ple0xxrl5531hfn,30,Masculino,Preta,Não,BA,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
30ho4bz6169ewhl30hijg6ivthsa8qkx,30,Masculino,Branca,Não,MG,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Automotivo,Não Informado,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
disnoeyj63tt6ck3gndisnoeyhp4orwe,30,Masculino,Branca,Não,RS,True,Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Agronegócios,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
ckhl6koo2d20ckhpimgbpd26wb0rod3r,30,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zy7akwo86mtqr8zy7jps1b222k06i6v7,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
sf4ytmu3cbr8yyh88kiqsf4ytmvv33x6,30,Masculino,Parda,Não,SP,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
9r8fr63aoemshz8pnu9r8frtkdqbwe90,30,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Agronegócios,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
4cy5h95pik3g5fg4cy5hfo6dlsudwxvw,30,Feminino,Branca,Sim,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Tecnologia/Fábrica de Software,Analista de BI/BI Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
kwlc9193kamcwh4pf9nj1u343dkwlc91,30,Feminino,Branca,Não,RJ,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
grbsgqqxviorugrv4bblwkqni0t5h0sv,30,Masculino,Branca,Não,SC,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
043iayd3g3ue404mg6ru043iayvwjcqi,30,Masculino,Branca,Não,DF,True,Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Educação,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
8iyrq4c2rpse9qx8iyrql2cnrt58aoe2,30,Masculino,Parda,Não,MG,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3e7206bgrwklot3h2jd33e72067i66b3,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Não Informado,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ckbitn09bwlhlk9vx67qbkpzbckbitn0,30,Feminino,Branca,Não,RS,True,Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
owvh311pfp46nfvqfn5owv6xt0fgmdb5,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Arquiteto de Dados/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
tem9gnh2fubrppay5tem9xwnaikv53xs,30,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
t4xc6bbnkt03hhjd8ht4xc693f3kw33y,30,Masculino,Branca,Não,MG,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Servidor Público,Setor Público,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
a0kt19y5699gm6bnqi4iba0ktdeyrqqh,30,Masculino,Parda,Não,MG,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Educação,Não Informado,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
akgppm2jeppakgppfwxs9yzoaulpjntm,30,Masculino,Parda,Não,MG,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Educação,Não Informado,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial
vbbdg3nskxijjwbnym3kvbbdgyn4rgli,30,Masculino,Branca,Não,PR,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
x51285sejfn8wn6ug25ihx512glg8x1n,31,Feminino,Branca,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor Alimentício,Não Informado,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3cgvfdxz4gss0x7d3cgvfd9m3ly0csxq,31,Masculino,Parda,Não,MG,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Entretenimento ou Esportes,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
o98qsgaw1onz8i1yo98qsglnlqafx8hp,31,Masculino,Preta,Não,MG,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
k4zs9d7cwptfxprmjk0hik4zs9d7y8jy,31,Feminino,Branca,Não,SP,True,Brasil,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
3qr3p21uu4z28sb3qr3p2oshosgcgth9,31,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
6zj20x87krajtqn6zj20x87yjex06qp0,31,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial
97m7wei2i8rbu2ysu997m7wnbm97ggvx,31,Masculino,Parda,Não,SP,True,Brasil,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
yng98qt3e4263n7o3yng98qteycyt1ki,31,Feminino,Branca,Não,SP,True,Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Não Informado,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
s5smkz375l0f2oo6axs5smkhka6gaua5,31,Masculino,Amarela,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Setor Imobiliário/ Construção Civil,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
im66ytr7cswhssim66yaugekbpjl6v4i,31,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Outra opção,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
z4339tgcnhucawc2t3k93gcrz4339tgc,31,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,Empregado (CLT),Tecnologia/Fábrica de Software,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
7breol8axojm10bsq1zkxv7breoua7rf,31,Masculino,Branca,Não,PR,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Não Informado,Não informado,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
n8pm41r9w3rww46mx6n8pm41rwlz6ato,31,Masculino,Branca,Não,MS,True,Brasil,Não tenho graduação formal,Sem graduação formal,Empregado (CLT),Finanças ou Bancos,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
f1t4nnd2f22uwu1nd5n2hbccf1t4nndy,31,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Cientista de Dados/Data Scientist,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
ihzlc0v755nxdwex9vkfihzlc04vsb8k,31,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Indústria,Não Informado,Não informado,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
19g5t8qqiwzz0v97t8k19g5t8nngmuil,31,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
eqsdxbdu2xer4zu3eqsdxbpjcnn9xx5h,31,Masculino,Preta,Não,MG,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Área de Consultoria,Estatístico,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial
4fkyufjekjkmn9vyd6c4fkyc71z4i0ng,31,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área da Saúde,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
1y3stmm44uouxn1y3syoeqjapeah1dn4,31,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Química / Física,Empregado (CLT),Área de Consultoria,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
t1r1t0lvowazhfelh5ut1r1rpn3lpdeg,31,Masculino,Branca,Não,PR,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Educação,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
91he7jsqh7yhma7h9jvij91he7jyxakr,31,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
e52re854ik678ze52r2tirzpyt6ik8yk,31,Masculino,Branca,Não,MG,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
dit83j6y30shk0w0cdit8p279wvxbfxa,31,Feminino,Parda,Não,SP,True,Brasil,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Varejo,Não Informado,Júnior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
x6dbccijxr3u3f7ox6dbccioudrg72ck,31,Masculino,Branca,Não,MG,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
hk9kypmwlkyh9agyeddpn8hk9kye4kz2,31,Masculino,Branca,Não,MG,True,Brasil,Estudante de Graduação,Outra opção,Empregado (CLT),Outra Opção,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
u0euc3l4i0nts372f69u0euc4cao1gjz,31,Feminino,Parda,Não,SP,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
f1ntb65vk3uu72fs9dl97f1ntb6qdhoz,31,Feminino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Setor Imobiliário/ Construção Civil,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
gxx8h3xy7rljwx8xai04jgxx8h3xu5rd,31,Feminino,Branca,Não,PR,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
9hy1ly06m24fnsvrdl9hy1ly8enyk4ku,31,Feminino,Parda,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Não Informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ochlp7moja2dy140hokp4f5ochlp7mop,31,Masculino,Parda,Não,DF,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Não Informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
0i9ekxao2bqm0lxfq0i9ekxvi5gnyec0,31,Feminino,Parda,Não,DF,True,Brasil,Pós-graduação,Outra opção,Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
fipwvx2oqzx1251mhfipwvxr0ey2fzg9,31,Feminino,Preta,Não,RJ,True,Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
3yrr07mvz6jw01wp53yrr07mg92k5ab4,31,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empreendedor ou Empregado (CNPJ),Seguros ou Previdência,Não Informado,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
yurmbll9ogfvtfstyurmb9wl99xqfvas,31,Feminino,Preta,Não,MG,True,Brasil,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
4nsfoyllm2zbrbxg4nsfocfw1yvvqax3,31,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Área de Consultoria,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
